id_servicio;servicio;id_diagnostico;diagnostico
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F05.9;DELIRIO NO ESPECIFICADO
123;GUARDIA EMERGENCIA;F06.3;TRASTORNOS DEL HUMOR [AFECTIVOS]- ORGANICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F06.4;TRASTORNOS DE ANSIEDAD ORGANICO
123;GUARDIA EMERGENCIA;F06.6;TRASTORNO DE LABILIDAD EMOCIONAL [ASTENICO]- ORGANICO
123;GUARDIA EMERGENCIA;F06.7;TRASTORNO COGNOSCITIVO LEVE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F07;TRAS.DE PERS.Y COMP.POR ENF.,LES.O DIS.C
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F10;TMyC DEBIDOS AL USO DE ALCOHOL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F10.0;INTOXICACION AGUDA x USO DE ALCOHOL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F10.2;SME DE DEPEND x USO DE ALCOHOL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F10.3;ESTADO DE ABSTINENCIA x USO DE ALCOHOL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F10.4;EST DE ABSTINENCIA CON DELIRIO x ALCOHOL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F10.6;SME AMNESICO x USO DE ALCOHOL
123;GUARDIA EMERGENCIA;F10.8;OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL
123;GUARDIA EMERGENCIA;F11.0;TRAST MENTALES Y DEL COMP DEBIDOS A INTOXICACION AGUDA POR EL USO DE OPIACEOS
123;GUARDIA EMERGENCIA;F11.3;ESTADO DE ABSTINENCIA DEBIDO AL USO DE OPIACEOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F12;TMyC DEBIDOS AL USO DE CANNABINOIDES
123;GUARDIA EMERGENCIA;F12.0;TRAST MENTALES Y DEL COMP POR INTOXICACION AGUDA POR EL USO DE CANNABINOIDES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F12.1;USO NOCIVO DE CANNABINOIDES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F13;TMyC DEBIDO A SEDANTES O HIPNOTICOS
123;GUARDIA EMERGENCIA;F13.7;TRAST PSICOTICO RESIDUAL Y DEL COMIENZO TARDIO POR USO DE SEDANTES O HIPNOTICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F14;TMyC DEBIDOS AL USO DE COCAINA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F14.0;INTOXICACION AGUDA x USO DE COCAINA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F14.1;USO NOCIVO DE COCAINA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F14.2;SME DE DEPEND DEBIDO AL USO DE COCAINA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F14.3;EST DE ABSTINENCIA x USO DE COCAINA
123;GUARDIA EMERGENCIA;F14.4;ESTADO DE ABSTINENCIA CON DELIRIO DEBIDO AL USO DE COCAINA
123;GUARDIA EMERGENCIA;F14.8;OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA
935;GUARDIA AMBULATORIA MOVILES;F14.9;TMyC x USO DE COCAINA, NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F15;TMyC DEBIDOS AL USO DE OTROS ESTIMULANTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F15.0;INTOX AGUDA x USO DE OTROS ESTIMULANTES
935;GUARDIA AMBULATORIA MOVILES;F15.9;TMyC x USO DE OTROS ESTIMULANTES, NO ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F18.0;INTOXICACION AGUDA x USO DE DISOLVENTES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F19;TMyC DEBIDOS AL USO DE MULTIPLES DROGAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F19.0;INTOX AGUDA x MULT DROGAS Y SUST PSICOAC
123;GUARDIA EMERGENCIA;F19.1;TRAST MENTALES Y DEL COMP POR USO NOCIVO DE MULT DROGAS Y OTRAS SUST PSICOACT
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F19.2;SME DE DEPEND x USO DE MULTIPLES DROGAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F19.3;EST DE ABSTINENCIA x MULTIPLES DROGAS
935;GUARDIA AMBULATORIA MOVILES;F19.8;OTROS TMyC x USO DE MULTIPLES DROGAS
123;GUARDIA EMERGENCIA;F19.9;TRAST MENTAL Y DEL COMP POR USO DE MULT DROGAS Y OTRAS SUST PSICOACTIVAS- S/E
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F20;ESQUIZOFRENIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F20.4;DEPRESION POSTESQUIZOFRENICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F20.9;EZQUIZOFRENIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F22.0;TRASTORNO DELIRANTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F23;TRAST.PSICOTICOS AGUDOS Y TRANSITORIOS
123;GUARDIA EMERGENCIA;F23.1;TRASTORNO PSICOTICO AGUDO POLIMORFO- CON SINTOMAS DE ESQUIZOFRENIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F23.9;TRAST.PSICOT.AGUDO Y TRANSIT.NO ESPECIF.
123;GUARDIA EMERGENCIA;F25.1;TRASTORNO ESQUIZOAFECTIVO DE TIPO DEPRESIVO
123;GUARDIA EMERGENCIA;F25.9;TRASTORNO ESQUIZOAFECTIVO- NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F29;PSICOSIS DE ORIG.NO ORGANICO, NO ESPECIF
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F31;TRASTORNO AFECTIVO BIPOLAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F31.9;TRASTORNO AFECTIVO BIPOLAR NO ESPECIFIC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F32;EPISODIO DEPRESIVO
123;GUARDIA EMERGENCIA;F32.0;EPISODIO DEPRESIVO LEVE
123;GUARDIA EMERGENCIA;F32.2;EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F32.8;OTROS EPISODIOS DEPRESIVOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F32.9;EPISODIO DEPRESIVO NO ESPECIFICADO
123;GUARDIA EMERGENCIA;F33;TRASTORNO DEPRESIVO RECURRENTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F34;TRASTORNOS DEL HUMOR(AFECTIVOS)PERSIST.
123;GUARDIA EMERGENCIA;F34.8;OTROS TRASTORNOS DEL HUMOR [AFECTIVOS] PERSISTENTES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F38;OTROS TRAST.DEL HUMOR(AFECTIVOS)
123;GUARDIA EMERGENCIA;F38.0;OTROS TRASTORNOS DEL HUMOR [AFECTIVOS]- AISLADOS
123;GUARDIA EMERGENCIA;F38.1;OTROS TRASTORNOS DEL HUMOR [AFECTIVOS]- RECURRENTES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F39;TRASTORNO DEL HUMOR(AFECTIVO),NO ESPECIF
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F40;TRASTORNOS FOBICOS DE ANSIEDAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F40.8;OTROS TRASTORNOS FOBICOS DE ANSIEDAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F40.9;TRASTORNO FOBICO DE ANSIEDAD NO ESPECIF.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F41;OTROS TRASTORNOS DE ANSIEDAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F41.0;TRASTORNO DE PANICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F41.1;TRASTORNO DE ANSIEDAD GENERALIZADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F41.2;TRASTORNO MIXTO DE ANISEDAD Y DEPRESION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F41.8;OTROS TRASTORNOS DE ANSIEDAD ESPECIFIC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F41.9;TRASTORNO DE ANSIEDAD NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F43;REACCION AL ESTRES GRAVE Y TRAST.DE ADAP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F43.0;REACCION DEL ESTRES AGUDO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F43.2;TRASTORNOS DE ADAPTACION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F43.8;OTRAS REACCIONES DEL ESTRES GRAVE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F43.9;REACCION AL ESTRES GRAVE, NO ESPECIFICAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F44;TRASTORNOS DISOCIATIVOS(DE CONVERSION)
123;GUARDIA EMERGENCIA;F44. 5;CONVULSIONES DISOCIATIVAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F44.5;CONVULSIONES DDISOCIATIVAS
935;GUARDIA AMBULATORIA MOVILES;F45.3;DISFUNCION AUTONOMATICA SOMATOMORFA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F45.8;OTROS TRASTORNOS SOMATOMORFOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F48;OTROS TRASTORNOS NEUROTICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F48.0;NEURASTENIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F50;TRASTORNOS DE LA INGESTION DE ALIMENTOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F50.5;VOMITOS ASOCIADOS CON ALTER.SICOLOGICAS
123;GUARDIA EMERGENCIA;F50.8;OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F51.0;INSOMNIO NO ORGANICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F51.1;HIPERSOMNIO NO ORGANICO
123;GUARDIA EMERGENCIA;F51.8;OTROS TRASTORNOS NO ORGANICOS DEL SUE—O
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F55;ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPE
123;GUARDIA EMERGENCIA;F60.3;TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F60.9;TRAST.DE LA PERSONALIDAD NO ESPECIFICADO
123;GUARDIA EMERGENCIA;F68.8;OTROS TRASTORNOS ESPECIF DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F80;TRAS.ESPEC.DEL DES.DEL HABLA Y LENGUAJE
135;GUARDIA PEDIATRIA;F84.0;AUTISMO EN LA NIÒEZ
123;GUARDIA EMERGENCIA;F91.0;TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F91.8;OTROS TRASTORNOS DE LA CONDUCTA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F91.9;TRAST.DE LA CONDUCTA NO ESPECIF.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F92;TRAST.MIXTOS DE LA CONDUCTA Y EMOCIONES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F92.8;OTR.TRAST.MIXTOS DE LA CONDUCT.Y EMOCION
135;GUARDIA PEDIATRIA;F93.8;OTROS TRASTORNOS EMOCIONALES EN LA NIÒEZ
123;GUARDIA EMERGENCIA;F93.9;TRASTORNO EMOCIONAL EN LA NI—EZ- NO ESPECIFICADO
123;GUARDIA EMERGENCIA;F94.0;MUTISMO ELECTIVO
123;GUARDIA EMERGENCIA;F98;OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE
135;GUARDIA PEDIATRIA;F98.9;TRAST.NO ESPECIF.EMOCIONAL.COMPORT.NIÒEZ
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;F99;TRASTORNO MENTAL, NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G04.0;ENCEFALITIS AGUDA DISEMINADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G04.9;ENCEFALIT.MIELITIS Y ENCEFALOMIEL.S/ESP.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G11.3;ATAXIA CEREBEL. REPARAC.DEFECT.DEL ADN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G21.9;PARKINSONISMO SECUNDARIO NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G22;PARKINSONISMO EN ENF.CLAS,EN OTRA PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G24;DISTONIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G24.0;DISTONIA INDUCIDA POR DROGAS
123;GUARDIA EMERGENCIA;G24.3;TORTICOLIS ESPASMODICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G24.5;BLEFAROSPASMO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G25.8;OTR.TRAST.EXTRAPIRAMIDALES Y DEL MOVIMI.
123;GUARDIA EMERGENCIA;G31.2;DEGENERACION DEL SISTEMA NERVIOSO DEBIDA AL ALCOHOL
135;GUARDIA PEDIATRIA;G37.3;MIELITIS TRANSV.AGUD.EN ENFERM.DESMIELIN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G37.9;ENF.DESMIELIN.DEL S.N.C. NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G40;EPILEPSIA
123;GUARDIA EMERGENCIA;G40.4;OTRAS EPILEPSIAS Y SINDROMES EPILEPTICOS GENERALIZADOS
935;GUARDIA AMBULATORIA MOVILES;G40.9;EPILEPSIA TIPO NO ESPECIFICADO
123;GUARDIA EMERGENCIA;G41;ESTADO DE MAL EPILEPTICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G43;MIGRAÒA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G43.0;MIGRAÒA SIN AURA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G43.1;MIGRAÒA CON AURA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G43.9;MIGRAÒA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G44;OTROS SINDROMES DE CEFALEA
123;GUARDIA EMERGENCIA;G44. 0;SINDROME DE CEFALEA EN RACIMOS
935;GUARDIA AMBULATORIA MOVILES;G44.0;SINDROME DE CEFALEA EN RACIMOS
935;GUARDIA AMBULATORIA MOVILES;G44.2;CEFALEA DEBIDA A TENSION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G44.3;CEFALEA POSTRAUMATICA CRONICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G44.4;CEFALEA INDUCIDA POR DROGAS NO CLASIFIC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G44.8;OTROS SINDROMES DE CEFALEA ESPECIFICADOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G45;ATAQ.DE ISQUEMIA CEREB.TRANS Y S.AFINES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G47;TRANSTORNO DEL SUEÒO
123;GUARDIA EMERGENCIA;G47.0;TRASTORNOS DEL INICIO Y DEL MANTENIMIENTO DEL SUE—O [INSOMNIOS]
135;GUARDIA PEDIATRIA;G47.3;APNEA DEL SUEÒO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G47.8;OTROS TRASTORNOS DEL SUEÒO
123;GUARDIA EMERGENCIA;G50;TRASTORNOS DEL NERVIO TRIGEMINO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G50.0;NEURALGIA EL TRIGEMINO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G50.1;DOLOR FACIAL ATIPICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G51;TRANSTORNOS DEL NERVIO FACIAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G51.0;PARALISIS DE BELL
123;GUARDIA EMERGENCIA;G52.3;TRASTORNOS DEL NERVIO HIPOGLOSO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G53;TRANS.DE NER.CRAN.EN ENF.CLAS.EN OTR.PAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G53.0;NEURALGIA POSTHERPES ZOSTER
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G53.1;PARALISIS MULTIP.DE LOS NERVIOS CRANEAL.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G56;MONONEUROPATIAS DEL MIEMBRO SUPERIOR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G56.0;SINDROME DEL TUNEL CARPIANO
123;GUARDIA EMERGENCIA;G56.8;OTRAS MONONEUROPATIAS DEL MIEMBRO SUPERIOR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G57;MONONEUROPATIAS DEL MIEMBRO INFERIOR
123;GUARDIA EMERGENCIA;G58.0;NEUROPATIA INTERCOSTAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G58.9;MONONEUROPATIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G60.2;NEUROPATIA ASOCIADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G61;POLINEUROPATIA INFLAMATORIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G70.0;MIASTENIA GRAVIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G70.9;TRASTORNO NEUROMUSCULAR NO ESPECIFICADO
123;GUARDIA EMERGENCIA;G71.0;DISTROFIA MUSCULAR
135;GUARDIA PEDIATRIA;G72.9;MIOPATIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G81;HEMIPLEJIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G82.2;PARAPLEJIA NO ESPECIFICADA
935;GUARDIA AMBULATORIA MOVILES;G82.5;CUADRIPLEJIA NO ESECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G83.9;SINDROME PARALITICO NO ESPECIFICADO
135;GUARDIA PEDIATRIA;G93;OTROS TRASTORNOS DEL ENCEFALO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G93.4;ENCEFALOPATIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G98;OTROS TRAS.SIST.NERV.,NO CLAS.EN OTR.PAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;G99.0;NEUROPATIA AUTONOM.EN ENFERM.METABOL.END
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H00;ORZUELO Y CALACIO
135;GUARDIA PEDIATRIA;H00.0;ORZUELO Y OTRAS INFLAMACIONES DEL PARPAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H00.1;CALACIO (CHALAZION)
135;GUARDIA PEDIATRIA;H01;OTRAS INFLAMACIONES DEL PARPADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H01.0;BLEFARITIS
123;GUARDIA EMERGENCIA;H02;OTROS TRASTORNOS DE LOS PARPADOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H02.4;BLEFAROPTOSIS
123;GUARDIA EMERGENCIA;H02.7;OTROS TRASTORNOS DEGENERATIVOS DEL PARPADO Y DEL AREA PERIOCULAR
135;GUARDIA PEDIATRIA;H02.8;OTROS TRASTORNOS ESP. DEL PARPADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H02.9;TRASTORNO PARPADO NO ESPECIFICADO
135;GUARDIA PEDIATRIA;H04.0;DACRIOADENITIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H04.2;EPIFORA
123;GUARDIA EMERGENCIA;H05.5;RETENCION DE CUERPO EXTRA—O (ANTIGUO)- CONSEC A HERIDA PENETRANTE DE LA ORBITA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H06;TRAST.DEL APAR.LAGRIM.Y ORB.ENF.CLAS.OTR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H10;CONJUNTIVITIS
135;GUARDIA PEDIATRIA;H10.0;CONJUNTIVITIS MUCOPURULENTA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H10.1;CONJUNTIVITIS ATOPICA AGUDA
123;GUARDIA EMERGENCIA;H10.2;OTRAS CONJUNTIVITIS AGUDAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H10.3;CONJUNTIVITIS AGUDA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H10.4;CONJUNTIVITIS CRONICA
123;GUARDIA EMERGENCIA;H10.8;OTRAS CONJUNTIVITIS
135;GUARDIA PEDIATRIA;H10.9;CONJUNTIVITIS NO ESPECIFICADA
135;GUARDIA PEDIATRIA;H11;OTROS TRASTORNOS DE LA CONJUNTIVA
123;GUARDIA EMERGENCIA;H11.0;PTERIGION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H11.3;HEMORRAGIA CONJUNTIVAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H11.9;TRASTORNO CONJUNTICA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H13.1;CONJ.ENF.INFEC.Y PARAS.CLA. EN OTR.PARTE
123;GUARDIA EMERGENCIA;H15.1;EPISCLERITIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H16;QUERATITIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H16.0;ULCERA DE LA CORNEA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H16.2;QUERATOCONJUNTIVITIS
123;GUARDIA EMERGENCIA;H18;OTROS TRASTORNOS DE LA CORNEA
123;GUARDIA EMERGENCIA;H18.9;TRASTORNO DE LA CORNEA- NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H35;OTROS TRASTORNOS DE LA RETINA
123;GUARDIA EMERGENCIA;H40.0;SOSPECHA DE GLAUCOMA
123;GUARDIA EMERGENCIA;H44;TRASTORNOS DEL GLOBO OCULAR
123;GUARDIA EMERGENCIA;H44.3;OTROS TRASTORNOS DEGENERATIVOS DEL GLOBO OCULAR
123;GUARDIA EMERGENCIA;H44.6;RETENCION INTRAOCULAR DE CUERPO EXTRA—O MAGNETICO (ANTIGUO)
123;GUARDIA EMERGENCIA;H44.7;RETENCION INTRAOCULAR DE CUERPO EXTRA—O NO MAGNETICO (ANTIGUO)
123;GUARDIA EMERGENCIA;H44.8;OTROS TRASTORNOS DEL GLOBO OCULAR
135;GUARDIA PEDIATRIA;H52.1;MIOPIA
123;GUARDIA EMERGENCIA;H53;ALTERACIONES DE LA VISION
123;GUARDIA EMERGENCIA;H53.1;ALTERACIONES VISUALES SUBJETIVAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H53.3;OTROS TRASTORNOS DE LA VISION BINOCULAR
123;GUARDIA EMERGENCIA;H53.8;OTRAS ALTERACIONES VISUALES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H54.5;VISION SUBNORMAL DE UN OJO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H54.9;DISCAPACIDAD VISUAL NO ESPEC.(BINOCULAR)
135;GUARDIA PEDIATRIA;H57;OTROS TRASTORNOS DEL OJO Y SUS ANEXOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H57.1;DOLOR OCULAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H57.8;OTROS TRAST.ESPECIF.DEL OJO Y SUS ANEXOS
135;GUARDIA PEDIATRIA;H57.9;TRASTORNO DEL OJO Y SUS ANEXOS NO ESPECI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H58;OTROS TRAS.OJOS Y ANEXOS ENF.CLAS.OTRA P
123;GUARDIA EMERGENCIA;H58.8;OTROS TRASTORNOS ESPECIFICADOS DEL OJO EN ENF CLASIFICADAS EN OTRA PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H60;OTITIS EXTERNA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H60.0;ABSCESO DEL OIDO EXTERNO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H60.1;CELULITIS DEL OIDO EXTERNO
135;GUARDIA PEDIATRIA;H60.3;OTRAS OTITIS EXTERNAS IFECCIOSAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H60.5;OTITIS EXTERNA AGUDA NO INFECCIOSA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H60.9;OTITIS EXTERNA SIN OTRA ESPECIFICACION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H61;OTROS TRASTORNOS DEL OIDO EXTERNO
123;GUARDIA EMERGENCIA;H61.0;PERICONDRITIS DEL OIDO EXTERNO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H61.2;CERUMEN IMPACTADO
123;GUARDIA EMERGENCIA;H61.3;ESTENOSIS ADQUIRIDA DEL CONDUCTO AUDITIVO EXTERNO
135;GUARDIA PEDIATRIA;H61.8;OTROS TRASTORNOS ESPECIF. OIDO EXTERNO
135;GUARDIA PEDIATRIA;H62;TRAS.DEL OIDO EXT.EN ENF.CLAS.OTRA PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H62.0;OTITIS EXT.ENF.BACTERIANAS CLAS.OTR.PART
135;GUARDIA PEDIATRIA;H62.1;OTITIS EXT.ENFERM.VIRALES CLASIF. OT.PAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H62.2;OTITIS EXTERNA EN MICOSIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H62.4;OTITIS EXT.OTRAS ENFERM.CLASIF.OTR PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H65;OTITIS MEDIA NO SUPURATIVA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H65.0;OTITIS MEDIA NO SUPURATIVA
135;GUARDIA PEDIATRIA;H65.1;OTRA OTITIS MEDIA AGUDA NO SUPURATIVA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H65.2;OTITIS MEDIA CRONICA SEROSA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H65.9;OTITIS MEDIA NO SUPU.S/OTRA ESPECIFICACI
135;GUARDIA PEDIATRIA;H66;OTITIS MEDIA SUPURATIVA Y LA NO ESPECIF.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H66.0;OTITIS MEDIA SUPURATIVA AGUDA
135;GUARDIA PEDIATRIA;H66.1;OTITIS MEDIA TUBOTIMPANICA SUPU.CRONICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;H66.4;OTITIS MEDIA SUPU.S/OTRA ESPECIFICACION
